id,output,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48
4995,0,35.913,51.882,192.745,35.871,871.348,58.033,323.958,51.648,69.325,61.887,77.492,30.779,39.642,27.458,7.931,38.93,56.528,5.511,8.628,4.212,3.906,4.139,3.177,2.946,124.277,1.954,3.331,7.093,96.897,1,208.216,191.701,7.303,20.996,33.308,17.217,3.573,14.16,1.331,2.971,1.326,-0.152,23.663,104.742,19.679,11.144,330.058,52.097
4996,0,34.65,47.89,208.812,30.004,1031.373,34.678,363.125,42.241,48.939,48.893,56.627,27.647,48.739,35.378,6.858,24.996,46.386,9.204,9.112,5.772,5.023,5.685,3.58,3.116,274.4,2.728,2.072,5.971,96.42,1,236.373,220.162,59.676,81.56,37.703,10.013,3.112,10.86,1.619,3.459,1.612,0.363,29.205,115.582,22.55,20.361,418.4,60
5001,0,60.848,140.25,71.301,113.142,73.277,80.981,116.6,69.547,292.581,38.997,335.463,56.615,13.692,2.403,61.431,47.818,80.472,8.751,7.838,3.316,3.149,5.165,1.97,1.871,192.222,1.733,2.687,5.374,98.039,1,69.155,25.88,2.467,7.529,-17.463,34.846,0.554,72.293,1.763,4.095,1.683,-0.011,24.418,103.976,11.394,8.898,270.741,21.678
5006,0,25.59,45.061,221.922,19.335,74.522,67.712,300.253,39.02,128.93,74.279,134.372,43.21,32.157,21.447,48.961,32.149,54.821,4.457,6.627,4.673,4.409,3.653,3.917,3.695,223.054,3.072,1.638,2.768,96.159,1,172.205,87.892,0.31,11.303,31.2,103.691,1.277,119.212,1.22,2.15,1.193,0.134,24.252,92.426,20.132,6.983,467.942,55.162
5015,0,26.935,38.738,258.145,12.344,276.103,62.462,180.588,59.232,136.808,54.451,162.866,30.469,18.647,8.349,7.673,38.328,75.997,11.573,11.751,6.028,4.96,5.875,3.115,2.563,198.667,2.053,2.957,7.239,96.891,1,239.8,221.4,61.2,77,42.596,20.654,2.309,12.81,1.97,4.395,1.935,-0.459,44.945,92.015,10.641,4.573,205.333,66.368
5017,0,28.879,76.183,131.263,17.528,92.07,82.571,179.333,33.393,354.089,69.776,386.059,62.093,16.084,7.115,20.219,26.375,67.492,4.653,6.493,2.472,1.912,3.329,1.771,1.37,115.574,1.615,2.881,4.832,98.254,1,114.54,91.382,2.167,5.778,9.028,104.243,3.618,31.2,1.402,2.577,1.396,-0.234,24.127,104.137,28.111,3.064,230.328,78.664
5018,0,18.49,51.11,195.657,52.118,116.753,80.145,221.667,22.827,378.797,75.05,478.045,63.823,13.291,7.328,13.227,23.405,63.097,6.492,6.534,3.507,3.051,5.558,3.005,2.614,214.286,2.159,2.594,3.538,96.998,1,127.713,110.821,10.192,14.785,17.687,119.789,5.02,38.243,1.168,1.822,1.167,-0.291,18.568,104.705,18.101,4.24,261.905,246.825
5027,0,48.251,62.193,160.791,52.118,267.089,75.914,133.231,60.095,72.979,44.94,130.254,22.417,16.971,4.293,13.441,78.791,77.738,2.69,3.155,-0.89,2.265,3.335,-1.146,2.918,64,1.56,5.211,4.839,97.217,1,230.851,199.823,30.674,26.773,29.332,67.807,4.212,45.744,0.807,2.1,0.776,-0.274,17.314,86.532,2.068,0.864,128,206
5028,0,47.562,63.729,156.914,16.98,296.154,85.817,91.077,70.291,146.284,51.546,191.554,25.369,13.065,-1.298,32.935,98.472,84.146,-1.557,-1.347,-4.883,-5.052,-2.789,-8.985,-9.295,-42.857,-0.381,6.507,4.177,108.951,4,206.702,138.624,3.704,-7.412,27.069,77.75,5.02,79.305,0.6,1.59,0.557,-0.185,14.439,90.078,-4.801,-4.229,11.905,2.12
5029,0,28.52,106.776,93.654,12.521,36.864,87.034,198,23.508,475.785,70.863,590.98,73.29,11.814,5.847,20.117,12.88,66.554,10.237,11.23,7.624,7.448,3.759,2.833,2.768,280.488,3.114,1.34,4.041,97.18,2,97.531,77.91,0.841,7.897,-1.81,71.831,0.661,20.941,2.723,8.833,2.691,0.681,42.281,127.88,40.244,8.322,418.699,90.576
5035,0,39.684,78.703,127.06,66.29,504.396,68.929,134.533,62.606,172.448,56.901,180.278,49.578,27.228,7.059,17.488,62.657,69.48,7.571,8.015,1.084,1.084,6.929,1.037,1.037,104.527,1.156,6.628,8.596,98.973,1,121.66,100.385,7.202,9.291,10.739,29.371,4.682,32.956,1.093,2.046,1.046,-0.173,16.087,100.955,2.056,0.526,115.638,16.433
5038,0,71.532,88.3,113.251,20.161,128.205,63.595,117.941,53.87,27.182,28.494,57.756,18.99,20.417,5.002,61.431,78.589,62.098,6.034,6,2.516,2.465,8.493,3.541,3.469,173.171,1.722,4.904,5.189,96.459,1,149.914,41.105,18.566,31.347,9.479,15.63,0.589,100.812,0.71,3.075,0.71,0.103,19.495,110.371,19.422,15.563,411.22,151.351
5047,0,42.811,95.467,104.748,54.616,74.398,82.92,147.25,61.477,347.878,61.498,377.759,55.156,4.167,4.685,29.909,95.827,80.808,3.825,5.67,0.593,0.593,5.641,0.889,0.889,74.112,1.117,7.09,5.965,99.143,1,103.685,72.674,4.494,5.528,2.033,103.661,3.063,49.645,0.678,1.902,0.667,-0.502,13.402,88.938,6.178,-1.48,111.675,22.924
5065,0,65.946,157.099,63.654,141.746,176.014,57.066,321.518,63.161,200.397,17.32,214.212,58.023,27.087,18.662,5.013,85.427,69.986,-7.847,3.275,0.111,-1.147,-7.67,0.151,-1.565,-177.653,1.03,4.318,4.522,99.865,1,58.691,55.749,27.251,27.443,-23.969,20.914,1.473,4.214,1.179,5.748,0.733,-0.098,38.165,95.906,-0.891,-7.598,111.17,4.43
5066,0,57.018,202.556,49.369,133.883,97.33,67.46,119.588,71.405,475.785,21.535,590.651,71.851,12.165,1.993,18.424,55.723,85.805,-7.847,-6.946,-9.994,-9.441,-8.614,-12.589,-11.677,-269.643,-1.831,4.363,6.547,111.48,4,59.821,48.8,28.298,0.892,-28.869,24.154,1.033,13.803,1.846,6.454,1.196,0.58,33.995,91.565,-10.966,-7.598,-134.329,-8.471
5074,0,39.305,65.624,152.384,52.118,36.864,74.277,68.584,36.984,115.055,63.663,175.05,40.105,18.107,-10.495,35.634,55.513,61.749,8.554,5.286,1.835,1.835,10.425,2.906,2.906,190.821,1.419,5.463,4.357,97.099,3,151.339,97.411,0.31,5.038,20.59,119.789,2.079,98.765,0.821,1.59,0.632,0.373,17.399,80.309,8.701,4.288,153.185,153.185
5078,0,57.183,148.692,67.253,34.465,45.481,76.3,180,33.091,266.944,39.24,305.833,61.543,20.123,8.944,37.467,28.352,62.185,1.921,3.47,0.379,0.252,1.437,0.287,0.192,61.224,1.122,2.347,3.997,99.717,3,69.573,43.506,5.813,6.358,-18.726,119.789,1.911,44.576,1.444,3.309,1.317,-0.241,24.858,104.899,9.06,0.56,171.429,26.198
5079,0,52.601,147.69,67.709,20.493,37.041,77.335,180.5,26.168,284.765,43.896,336.011,64.384,19.161,8.546,55.655,20.246,57.728,6.672,5.01,0.436,0.381,4.969,0.329,0.287,144.048,1.095,3.45,5.691,99.672,2,73.619,32.646,5.441,6.101,-16.985,119.789,1.552,58.76,1.398,3.345,1.326,0.125,24.666,100.247,12.166,4.268,109.524,34.082
5090,0,36.82,232.542,39.697,88.361,62.24,78.88,127.132,55.827,475.785,57.438,590.98,81.212,10.705,2.918,57.802,51.027,80.325,5.01,4.493,-0.632,0.154,5.099,-0.645,0.158,97.463,1.023,5.232,5.84,99.845,1,73.188,30.884,8.625,7.807,-23.145,119.789,1.297,119.212,0.985,1.758,0.979,0.252,12.467,102.783,0.561,1.246,103.203,11.207
5093,0,30.216,232.542,39.697,63.65,152.838,87.034,68,44.418,187.934,74.04,233.417,81.212,4.167,-17.076,41.367,21.542,86.815,-7.847,-6.946,-9.994,-9.441,-8.614,-12.589,-11.677,-269.643,-1.831,1.647,4.208,111.48,4,70.52,41.348,14.664,-7.412,-29.173,46.773,1.485,47.219,2.503,3.926,2.388,-0.454,5.464,86.052,-10.966,-7.598,-134.906,-8.471
5096,0,66.211,71.286,140.279,52.118,858.333,82.1,285.333,71.405,11.215,33.065,41.355,10.554,17.216,11.183,26.775,98.472,81.448,22.247,21.161,18.744,16.204,13.794,12.148,10.368,360.843,3.578,7.09,8.022,88.18,2,473.339,396.835,9.605,197.006,26.669,9.606,1.66,4.366,0.831,6.653,0.831,0.083,43.312,131.249,35.373,32.896,503.012,505.422
5097,0,66.827,112.408,88.961,86.184,62.329,47.054,116.6,36.491,68.696,31.816,79.674,40.55,48.712,7.42,58.289,10.999,41.758,10.481,10.159,7.155,7.067,3.039,2.131,2.105,339.706,3.382,0.895,4.331,97.869,1,81.808,34.123,5.059,22.497,-7.377,22.882,0.669,17.551,3.227,9.615,2.949,0.681,40.194,101.485,24.434,14.311,338.235,31.535
5098,0,45.199,82.859,120.687,76.548,293.989,72.635,68,71.405,187.419,53.551,203.065,45.451,15.415,-14.116,47.299,70.584,76.497,5.707,6.718,2.964,2.608,4.932,2.623,2.308,148.421,1.789,3.323,5.802,97.405,1,120.572,63.542,10.961,16.918,9.35,17.363,1.171,74.111,1.157,3.303,1.13,-1.013,31.219,83.575,22.425,12.791,402.105,30.231
5101,0,35.193,64.804,154.312,3.296,136.555,73.913,137,33.306,181.022,61.248,203.285,45.693,22.395,6.071,4.684,23.784,59.706,14.325,14.026,6.961,6.442,7.674,3.925,3.632,192.647,1.985,3.984,8.596,96.093,1,141.831,135.189,7.899,19.928,19.114,72.059,2.404,22.452,2.087,3.655,1.774,0.593,47.065,96.381,25.76,8.466,230.882,172.727
5111,0,18.11,25.67,388.306,4.64,93.079,26.467,160.698,41.127,65.113,45.337,68.313,25.171,36.745,13.918,25.333,19.147,52.745,16.555,17.039,10.887,8.901,5.856,4.162,3.402,248.991,2.738,2.352,8.596,95.947,1,325.333,242.915,129.897,180.914,52.1,31.406,1.206,27.027,2.827,5.73,2.616,-0.621,29.025,104.298,37.997,15.007,338.04,177.138
5114,0,28.698,85.589,116.838,52.118,293.989,76.567,187.917,46.645,187.934,71.302,283.666,66.47,23.433,10.963,39.859,47.43,62.919,8.272,1.329,1.329,2.078,8.264,1.572,2.459,214.247,2.249,3.65,5.638,97.511,1,107.269,64.513,14.664,2.032,4.832,51.834,2.129,113.525,1.001,2.019,0.845,0.154,5.464,115.493,4.907,9.161,381.029,93.3
5115,0,27.26,90.683,110.274,84.402,611.97,75.557,201.806,68.332,293.118,72.199,302.478,69.94,23.122,11.665,34.281,78.934,74.717,6.837,7.995,1.758,1.659,6.636,1.949,1.838,96.011,1.282,6.912,8.128,98.104,1,104.005,68.35,0.774,3.185,2.801,16.506,2.707,107.621,1.03,1.9,0.902,0.006,19.224,80.309,15.976,0.6,139.894,16.556
5129,0,19.84,43.668,228.998,13.789,187.488,67.992,239.048,30.091,175.83,74.407,207.835,54.568,26.255,15.272,7.699,23.986,53.403,4.892,4.727,1.066,0.995,3.613,0.834,0.778,126.214,1.272,2.863,4.965,99.222,1,146.901,135.591,10.543,12.46,25.593,108.445,5.02,34.542,1.354,1.706,1.279,0.505,20.97,110.644,19.393,1.324,129.126,66.429
5148,0,13.219,33.09,302.206,62.922,36.864,70.658,82.2,58.306,350.608,79.223,351.095,77.832,22.168,-4.8,26.775,45.805,72.453,-2.424,6.271,1.432,0.198,-2.076,1.229,0.169,-50,1.296,4.153,6.063,98.859,2,119.058,119.058,9.217,11.227,14.833,88.162,0.505,44.646,1.167,11.706,1.165,0.388,5.464,80.796,10.05,-6.999,196.939,14.249
5152,0,32.242,97.841,102.207,49.139,88.425,41.719,401.5,43.398,288.792,32.47,293.4,67.046,22.851,17.16,3.024,29.549,65.507,2.836,4.052,0.579,0.579,1.879,0.388,0.388,80.833,1.167,2.325,4.511,99.617,1,101.061,98.005,52.632,53.48,0.711,95.405,2.894,6.294,1.509,3.87,1.494,-0.831,11.2,104.551,11.287,2.435,175.833,19.302
5159,0,56.733,107.48,93.041,67.25,111.399,70.416,263.333,57.004,164.051,52.174,221.013,47.215,4.167,13.25,53.125,98.472,72.74,3.596,4.853,0.747,0.587,5.975,1.371,1.077,79.221,1.156,7.09,5.185,98.872,1,91.638,42.955,17.411,19.015,-3.948,114.04,3.203,119.212,0.602,1.59,0.557,-0.155,26.24,104.408,9.756,3.851,185.714,22.764
5184,0,29.975,198.755,50.313,84.004,229.123,72.09,116,58.824,475.785,56.74,584.914,81.212,14.33,2.003,8.579,48.429,80.205,6.637,7.15,4.125,3.644,4.946,3.091,2.731,218.182,2.364,2.267,3.59,96.95,1,82.461,75.387,15.77,20.192,-14.894,56.414,3.496,16.172,1.342,2.945,1.334,-0.459,22.413,99.831,7.143,3.294,236.364,9.858
5210,0,37.933,121.834,82.079,83.133,271.91,65.806,445,51.598,210.562,59.347,227.64,68.865,30.252,23.453,26.177,40.567,63.04,9.369,9.789,3.573,3.573,6.788,2.672,2.672,145.977,1.575,4.65,8.596,97.342,1,90.128,66.535,3.85,8.786,-6.798,54.038,3.034,46.722,1.38,2.626,1.337,0.355,34.369,94.864,8.803,4.191,160.92,17.021
5254,0,13.219,66.555,150.252,39.038,36.864,71.215,180.944,35.664,424.511,74.791,468.686,80.826,17.213,7.715,61.431,22.567,67.406,7.926,7.628,0.922,0.922,4.505,0.529,0.529,117.196,1.138,3.844,8.235,99.474,1,107.934,31.497,14.277,15.311,6.413,80.383,0.68,119.212,1.759,2.608,1.744,-0.454,14.103,102.56,4.681,2.816,129.365,19.584
5263,0,16.233,25.67,388.306,3.296,186.23,62.039,228.997,34.839,64.276,79.223,75.288,28.58,37.961,21.384,37.274,19.413,47.856,11.997,12.102,7.604,6.33,7.607,4.921,4.097,261.32,2.527,2.911,6.382,95.1,1,293.092,183.845,14.664,30.9,52.1,82.972,1.814,119.212,1.577,2.046,1.545,0.681,23.34,109.807,27.525,12.85,288.669,205.921
5310,0,57.605,71.473,139.914,31.266,181.481,60.981,90.1,59.915,44.395,35.394,60.599,19.403,32.018,-3.518,26.775,98.472,65.172,-0.985,0.713,-4.315,-4.565,-2.432,-10.901,-11.532,-19.149,0.142,7.09,7.681,110.05,4,218.498,218.498,36.081,13.919,22.992,40.279,1.208,44.646,0.6,9.932,0.557,-0.243,25.5,112.442,8.633,1.882,132.624,35.019
5333,0,13.219,69.388,144.118,29.016,67.318,63.034,125.333,25.431,448.404,67.757,481.383,81.212,17.075,3.451,22.176,17.001,59.829,6.763,6.917,3.308,2.707,3.825,2.004,1.639,175,1.917,2.186,4.374,98.004,1,106.63,82.983,24.199,27.845,5.45,105.046,2.954,32.356,1.768,2.986,1.651,-0.72,39.499,111.01,17.568,4.381,244.444,25.949
5341,0,29.826,37.885,263.956,17.674,497.969,52.034,240.828,52.896,44.03,64.812,57.888,21.272,29.147,2.531,8.416,98.472,59.008,2.199,5.26,1.815,0.907,3.506,2.976,1.486,62.077,1.197,5.648,5.553,97.189,1,329.894,302.131,48.36,55.283,48.902,56.808,5.02,25.706,0.627,1.809,0.61,0.09,8.853,80.309,15.051,1.144,233.858,51.24
5342,0,23.513,37.106,269.498,28.539,434.783,60.481,242.282,52.896,100.924,72.837,120.807,36.633,25.249,2.258,5.68,84.554,63.562,5.836,6.813,1.053,0.2,8.273,1.532,0.291,98.73,1.125,7.09,8.596,98.511,1,208.791,196.932,20.055,22.671,39.854,52.849,5.02,26.805,0.705,1.59,0.687,0.131,13.201,80.309,14.528,2.719,165.815,40.743
5358,0,55.684,99.24,100.766,27.166,66.291,71.868,135.333,43.401,146.921,53.23,177.34,43.889,4.167,6.553,45.117,39.315,63.685,11.855,7.685,4.864,4.047,8.724,3.617,3.009,415.789,2.553,2.098,3.737,96.77,1,100.972,55.417,7.708,16.806,0.427,77.243,1.034,51.797,1.359,4.385,1.345,0.242,13.663,93.623,13.345,10.085,293.421,43.1
5370,0,36.858,155.694,64.229,42.028,112.903,87.034,68,68.66,187.934,67.439,233.417,76.327,4.167,-17.076,6.204,72.38,86.815,-7.847,-6.946,-9.994,-9.441,-8.614,-11.456,-11.456,-269.643,-1.831,3.419,3.283,111.296,7,82.726,77.594,0.773,-7.412,-13.184,111.541,4.132,7.537,1.271,2.739,1.106,-1.013,5.464,80.309,-10.966,-7.598,-134.906,-8.471
5376,0,57.722,65.175,153.432,18.424,750.943,73.796,285.5,68.618,39.58,41.896,44.483,11.436,25.439,16.704,16.72,75.074,72.745,7.801,8.801,3.166,3.166,7.586,3.35,3.35,127.273,1.562,5.961,7.537,96.71,1,369.685,307.874,4.331,31.102,30.842,13.575,2.542,22.116,1.028,3.671,0.945,-0.022,23.888,106.577,8.285,5.697,206.612,85.034
5391,0,13.219,25.67,388.306,62.873,1323.618,58.395,864,59.51,196.991,79.223,200.231,64.264,32.095,28.38,1.648,32.977,64.964,-4.444,5.313,1.389,4.25,-2.182,0.7,2.141,-110.417,2.167,1.976,5.875,97.854,1,147.283,144.855,14.798,16.763,30.386,22.164,3.1,11.27,2.037,3.458,1.985,-0.303,13.241,80.309,-6.512,-7.598,162.5,13.31
5405,0,67.813,213.658,46.804,86.687,36.864,74.539,115.5,34.978,246.97,35.84,296.537,68.261,7.823,3.089,5.728,25.799,60.309,3.146,6.007,2.607,1.247,1.433,1.691,0.809,65,1.767,2.205,4.032,98.355,2,47.153,44.453,2.628,5.985,-36.074,119.789,2.505,5.433,2.195,4.435,1.542,-1.013,56.957,118.225,23.799,-0.583,236.667,22.581
5408,0,24.11,64.851,154.198,59.418,671.014,79.755,110,59.877,264.545,75.89,310.303,62.822,20.245,1.84,23.848,27.854,74.732,17.232,16.392,11.249,9.321,5.365,3.995,3.311,293.75,3.188,1.826,6.107,96.023,1,120.801,91.992,14.664,13.672,13.067,16.146,2.103,18.333,3.212,4.394,2.816,0.122,72.67,83.065,32.804,16.385,446.875,33.542
5429,0,55.745,68.978,144.974,3.296,405.66,76.068,125.5,58.405,48.207,44.16,80.478,19.183,23.837,4.843,3.004,23.402,71.016,5.114,6.957,1.739,1.739,1.788,0.609,0.609,97.917,1.333,1.826,7.09,99.396,1,230.693,223.762,0.495,8.416,25.071,13.819,1.005,11.111,2.86,8.745,2.857,0.081,54.022,94.805,25.419,13.716,364.583,277.778
5430,0,46.402,53.797,185.885,5.164,293.989,73.893,140.5,62.731,10.676,53.413,53.025,13.745,25.923,7.472,26.775,41.137,70.76,7.307,8.797,2.808,2.808,4.719,1.815,1.815,121.875,1.469,3.872,7.975,98.209,1,389.933,389.933,1.342,21.477,39.852,18.879,3.336,1.546,1.548,3.536,1.547,-0.971,36.781,98.535,18.996,13.325,285.938,194.681
5431,0,13.219,29.257,341.8,51.283,225.515,56.017,113.915,47.386,281.943,72.723,289.13,74.027,25.603,3.25,7.343,25.898,64.922,5.471,5.732,1.501,1.188,2.48,0.684,0.542,128.549,1.255,1.93,6.052,99.317,1,124.821,115.655,24.828,26.52,18.374,42.144,3.105,10.517,2.206,3.477,2.193,0.138,34.038,94.055,29.598,4.848,216.459,26.827
5436,0,32.461,89.673,111.516,27.675,518.182,62.305,116.2,18.692,61.102,72.06,176.248,63.801,27.85,5.047,61.431,10.772,34.052,7.057,7.802,4.362,4.195,2.944,1.867,1.795,200,2.268,1.472,4.907,98.142,1,105.859,40.723,2.344,7.422,3.738,13.892,0.756,71.952,2.397,3.841,2.336,-1.013,52.852,91.856,38.182,8.984,356.098,42.229
5439,0,51.91,155.731,64.213,67.229,173.729,86.103,126.5,52.531,454.15,49.213,551.779,66.667,6.113,2.531,2.582,42.017,81.301,1.649,4.059,0.661,0.425,0.955,0.535,0.344,34.722,1.194,2.75,3.849,99.484,1,72.135,70.272,2.722,3.725,-18.577,74.45,3.08,14.709,1.726,3.308,1.235,-0.489,31.336,93.069,6.494,2.553,256.944,24.433
5440,0,60.118,232.542,41.34,66.502,83.599,85.904,130,37.525,449.231,43.466,588.462,75.147,4.167,2.947,9.852,22.132,74.609,5.816,3.487,0.484,0.339,2.462,0.29,0.203,137.097,1.161,1.796,3.428,99.714,1,53.072,47.843,1.765,2.418,-35.265,63.124,2.338,5.604,2.362,4.693,1.672,0.445,24.262,114.214,-0.429,1.182,116.129,11.462
5444,0,70.271,95.225,105.014,61.989,212.931,73.107,174,69.056,109.387,24.433,123.946,26.205,19.279,4.982,45.64,54.577,76.56,5.44,10.537,2.905,2.462,3.521,1.889,1.601,70.968,1.381,4.962,8.596,98.175,1,113.447,61.669,21.947,31.066,3.524,20.33,1.104,19.57,1.904,6.866,1.538,-0.147,30.97,92.074,12.096,2.517,194.839,48.033
5450,0,27.816,232.542,39.697,66.522,107.763,87.034,204,48.018,475.785,71.548,590.98,81.212,7.058,3.616,36.898,39.638,86.815,5.528,5.731,0.915,0.836,3.731,0.66,0.603,107.438,1.19,3.473,5.218,99.343,1,78.016,49.23,0.714,1.578,-20.341,85.436,3.394,82.607,1.482,1.964,1.387,0.377,17.91,109.86,1.678,0.299,119.835,9.521
5480,0,68.144,125.912,79.421,86.957,166.48,83.172,96.6,65.097,202.692,33.577,274.327,45.88,11.288,-0.589,56.413,98.472,79.56,13.473,13.529,3.558,3.558,13.794,4.965,4.965,134.118,1.357,7.09,8.596,95.052,4,69.434,30.264,0.31,7.094,-14.024,32.059,1.509,64.119,0.722,3.318,0.717,0.42,17.674,81.985,5.337,3.617,135.686,32.796
5491,0,61.795,73.095,136.808,4.636,279.104,65.58,161.25,60.145,27.597,29.911,59.535,15.459,25.966,9.903,28.135,63.413,69.846,11.209,11.206,6.083,6.083,8.616,4.839,4.839,211.458,2.188,4.075,6.979,95.184,1,247.135,177.604,53.646,83.333,22.746,47.794,1.169,25.872,1.336,5.81,1.257,-0.497,49.68,87.137,33.218,17.564,431.25,298.571
5492,0,53.479,79.271,126.149,22.991,59.512,55.798,173.5,54.136,74.063,26.341,135.447,32.537,24.022,10.211,41.369,77.196,69.265,6.305,7.333,2.643,2.643,8.243,3.504,3.504,132.54,1.563,6.219,6.247,96.548,1,142.979,83.83,62.021,69.574,13.984,58.912,1.469,74.135,0.765,3.031,0.754,-0.247,24.865,105.113,5.232,2.278,156.349,45.287
5493,0,67.744,101.478,98.543,20.042,120.593,76.114,144,53.283,144.271,27.969,169.618,33.243,19.599,5.988,2.321,63.918,73.109,12.583,12.331,5.249,5.069,13.794,5.959,5.755,177.665,1.741,7.09,8.291,94.046,1,97.032,94.78,12.897,27.84,-0.987,73.447,2.922,7.002,0.881,3.807,0.881,0.243,30.631,116.891,14.707,10.537,225.381,113.437
5494,0,60.695,85.656,116.746,14.648,174.007,70.344,185.75,52.396,98.654,33.548,121.938,29.141,23.898,11.032,1.718,61.751,68.676,11.065,10.946,6.349,5.522,12.661,7.278,6.331,240.288,2.381,5.269,5.879,92.738,1,134.879,132.561,19.757,40.949,10.164,90.904,3.951,2.975,0.874,2.964,0.872,0.015,29.266,102.842,22.66,14.159,346.763,143.711
5499,0,13.219,25.67,388.306,9.231,401.739,77.121,211,33.079,97.156,79.223,272.512,54.814,20.019,10.582,26.775,18.263,62.186,10.349,14.929,11.712,9.266,4.053,4.789,3.789,308,4.64,1.316,4.156,95.307,1,169.565,169.565,5.043,20.87,38.132,24.782,2.58,44.646,2.554,4.651,2.445,-0.729,72.67,101.34,50.493,7.876,596,116.522
5500,0,13.219,25.67,388.306,11.593,417.568,63.224,179.667,61.137,63.636,79.223,68.831,19.353,27.647,12.467,2.378,54.92,68.498,3.225,8.67,4.089,4.089,2.484,3.515,3.515,63.095,1.893,3.936,6.102,96.664,1,453.369,396.835,44.744,64.96,52.1,16.078,4.026,4.447,1.298,2.876,1.164,-0.516,42.748,85.479,10.082,0.145,221.429,66.667
5506,0,13.219,25.67,388.306,34.124,374.608,56.831,164.167,33.944,174.924,79.223,212.386,67.245,31.598,12.408,26.775,15.714,51.739,13.6,12.838,7.729,7.729,6.012,3.467,3.467,262.338,2.513,2.292,7.016,96.535,1,143.164,143.164,16.969,28.107,29.026,84.841,4.428,44.646,2.262,2.71,2.229,0.454,24.681,93.805,43.309,13.358,273.377,35.799
5532,0,31.89,71.057,140.733,6.054,37.231,32.99,121.5,12.715,146.091,54.27,165.021,55.12,33.196,5.911,53.582,9.835,27.571,10.153,5.2,1.403,1.156,4.413,0.904,0.744,180.435,1.37,2.446,6.28,99.101,2,123.566,57.357,24.813,26.933,12.99,91.978,1.308,80.626,2.301,3.031,1.553,-0.178,54.23,111.158,30.145,7.018,160.87,67.925
5550,0,67.142,124.266,80.472,87.916,72.364,75.114,92.712,68.231,280.044,22.593,312.994,45.97,14.687,-1.155,36.858,32.198,82.287,6.725,6.647,0.163,0.098,2.859,0.07,0.043,102.165,1.023,2.798,7.721,99.93,1,71.478,45.133,22.187,22.51,-13.111,19.106,0.505,18.966,2.352,10.954,2.317,-0.224,38.62,102.205,2.491,1.742,102.509,17.291
5566,0,42.2,68.161,146.711,33.708,412.121,85.963,71,68.131,266.51,54.989,339.28,38.089,11.226,-4.585,1.04,98.472,85.853,7.455,7.65,0.883,0.883,11.736,1.392,1.392,109.974,1.13,7.09,7.984,98.636,1,151.753,151.153,7.38,9.732,19.712,102.308,5.02,1.644,0.635,1.59,0.634,-0.086,21.426,112.889,8.385,7.105,191.56,49.933
5567,0,20.148,143.437,69.717,39.547,36.864,75.494,226,34.261,475.785,66.756,590.98,81.212,11.297,6.336,61.431,31.121,75.092,4.608,6.185,0.884,0.763,2.771,0.67,0.579,68.939,1.167,4.019,6.157,99.343,1,92.902,32.137,15.289,16.147,-6.101,115.035,1.259,87.527,1.663,2.901,1.319,-0.034,39.438,99.521,6.238,0.113,152.273,18.436
5569,0,37.738,68.26,146.498,52.118,293.989,81.947,116.125,46.645,187.934,62.676,247.686,44.714,17.392,2.507,7.116,47.43,62.919,1.93,0.738,0.738,0.738,1.821,0.699,0.699,214.247,2.249,3.65,5.638,99.34,2,139.244,129.335,14.664,1.434,17.548,9.606,1.203,8.812,1.06,8.037,1.056,-0.535,5.464,119.19,2.645,2.039,381.029,93.3
5576,0,71.933,115.817,86.343,50.023,47.047,63.005,183.312,53.155,128.075,14.733,167.834,37.891,22.576,10.261,4.415,54.877,70.189,-2.811,17.755,12.105,12.105,-2.06,8.917,8.917,-49.498,2.855,4.161,6.948,92.266,1,74.074,70.803,37.745,60.539,-9.824,45.618,0.978,6.916,1.365,9.59,1.358,-0.346,60.967,116.63,36.061,0.857,465.117,103.749
5578,0,38.979,100.094,99.906,20.048,56.846,80.749,422,35.672,329.858,57.384,393.839,61.058,15.503,11.83,9.031,24.336,69.706,4.823,9.959,3.833,3.833,3.008,2.431,2.431,77.419,1.626,3.885,7.221,97.66,1,99.94,90.915,5.957,11.793,-0.037,94.344,1.285,8.455,1.604,7.676,1.577,0.102,33.355,99.237,25.278,4.13,243.226,77.254
5579,0,34.646,232.542,39.697,61.281,67.645,87.034,414,40.049,475.785,61.72,590.98,81.212,7.877,5.974,33.886,47.335,83.565,2.633,6.142,1.003,1.003,2.339,0.899,0.899,50.732,1.195,4.61,5.741,99.13,1,71.757,47.441,3.99,4.826,-25.723,119.054,2.46,53.925,1.126,2.835,1.115,-0.62,29.381,93.374,3.056,-1.941,119.512,10.606
5581,0,74.267,232.542,39.697,8.5,293.989,82.148,92.104,7.348,39.653,25.633,462.561,81.212,17.776,-1.524,61.431,10.037,11.213,13.385,3.467,3.294,3.293,13.794,12.148,10.368,1996.963,11.968,0.797,0.788,88.18,4,44.352,25.88,0.31,4.099,-36.812,48.113,2.32,119.212,0.841,1.59,0.557,0.102,7.602,131.249,151.585,4.033,2008.852,147.785
